CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0530,Female,0,No,Yes,12,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No,Month-to-month,No,Credit card,64.2,770.4,No
CUST0531,Male,0,No,Yes,69,Yes,Yes,No,Yes,No,No internet service,Yes,No internet service,No,One year,No,Bank transfer,84.45,5827.05,Yes
CUST0532,Female,0,No,No,5,Yes,No phone service,No,No,No,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,79.97,399.85,Yes
CUST0533,Male,0,No,No,51,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer,55.0,2805.0,No
CUST0534,Male,0,No,Yes,2,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,No,Mailed check,64.41,128.82,No
CUST0535,Male,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No,Two year,Yes,Electronic check,26.43,1638.66,No
CUST0536,Female,0,Yes,Yes,48,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No internet service,One year,No,Mailed check,99.57,4779.36,No
CUST0537,Female,0,Yes,No,46,No,No phone service,DSL,No,No,No,No,No internet service,Yes,One year,No,Electronic check,44.08,2027.68,No
CUST0538,Male,0,Yes,Yes,54,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,No,Electronic check,66.05,3566.7,No
CUST0539,Male,0,No,Yes,63,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,No,Credit card,68.06,4287.78,No
CUST0540,Female,0,Yes,No,64,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No internet service,Two year,No,Mailed check,76.07,4868.48,No
CUST0541,Male,0,No,No,66,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Mailed check,101.79,6718.14,No
CUST0542,Female,0,No,No,14,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Mailed check,89.19,1248.66,No
CUST0543,Male,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Two year,No,Electronic check,86.31,2675.61,Yes
CUST0544,Female,0,No,No,67,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No,Two year,No,Mailed check,72.67,4868.89,No
CUST0545,Male,1,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,29.6,503.2,Yes
CUST0546,Female,0,Yes,Yes,42,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Credit card,60.2,2528.4,No
CUST0547,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Bank transfer,115.73,3934.82,No
CUST0548,Female,0,No,No,57,No,No,No,No internet service,No,Yes,No,No internet service,No internet service,Two year,Yes,Bank transfer,119.55,6814.35,No
CUST0549,Female,1,Yes,No,32,No,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,No,Mailed check,93.05,2977.6,No
CUST0550,Male,0,No,No,13,Yes,No phone service,No,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,42.75,555.75,No
CUST0551,Male,1,Yes,No,33,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Mailed check,30.19,996.27,No
CUST0552,Female,0,Yes,Yes,60,Yes,No,DSL,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Mailed check,61.48,3688.8,No
CUST0553,Male,1,Yes,Yes,3,Yes,No,DSL,No,No internet service,No,No internet service,No internet service,Yes,One year,No,Bank transfer,105.66,316.98,No
CUST0554,Female,0,No,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Credit card,92.19,5347.02,No
CUST0555,Male,1,No,Yes,28,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,108.39,3034.92,No
CUST0556,Female,0,No,No,5,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No internet service,One year,Yes,Mailed check,81.58,407.9,No
CUST0557,Female,0,Yes,Yes,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No internet service,One year,No,Mailed check,33.03,1585.44,Yes
CUST0558,Female,0,Yes,No,39,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer,31.48,1227.72,No
CUST0559,Female,0,No,No,64,No,No,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,24.8,1587.2,No
CUST0560,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Credit card,76.71,5216.28,No
CUST0561,Female,1,No,Yes,26,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,No,Month-to-month,No,Credit card,44.29,1151.54,No
CUST0562,Male,1,No,No,5,Yes,No phone service,No,Yes,Yes,No,Yes,Yes,No internet service,One year,Yes,Mailed check,93.44,467.2,No
CUST0563,Male,0,No,Yes,12,Yes,Yes,No,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Bank transfer,88.62,1063.44,No
CUST0564,Male,0,No,Yes,63,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,51.81,3264.03,No
CUST0565,Female,0,Yes,No,61,No,Yes,No,No internet service,No,No,No,No internet service,No,One year,No,Mailed check,37.68,2298.48,No
CUST0566,Female,0,No,No,18,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,30.24,544.32,Yes
CUST0567,Female,0,Yes,No,42,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,No internet service,Two year,Yes,Credit card,93.73,3936.66,No
CUST0568,Female,0,Yes,Yes,19,Yes,No,No,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,65.04,1235.76,No
CUST0569,Male,0,No,No,67,Yes,No phone service,No,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,52.35,3507.45,Yes
CUST0570,Male,0,No,Yes,43,Yes,No phone service,No,No,No internet service,No internet service,Yes,No,No internet service,One year,No,Credit card,105.67,4543.81,Yes
CUST0571,Female,0,Yes,No,22,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,79.36,1745.92,No
CUST0572,Male,0,No,No,1,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,One year,No,Electronic check,71.8,71.8,No
CUST0573,Male,0,No,Yes,21,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Bank transfer,94.34,1981.14,No
CUST0574,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,No,Credit card,101.56,5687.36,No
CUST0575,Male,1,Yes,Yes,71,Yes,No phone service,No,No internet service,Yes,Yes,No,Yes,No internet service,Two year,No,Electronic check,88.61,6291.31,No
CUST0576,Female,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,64.0,384.0,Yes
CUST0577,Male,0,No,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,57.93,3186.15,No
CUST0578,Female,0,Yes,Yes,66,Yes,No,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,97.17,6413.22,No
CUST0579,Female,0,No,No,15,Yes,No phone service,Fiber optic,No,No,No,No,No,No internet service,One year,Yes,Bank transfer,71.79,1076.85,No
CUST0580,Female,1,Yes,No,50,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,90.44,4522.0,Yes
CUST0581,Female,0,Yes,Yes,71,Yes,No,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,109.04,7741.84,No
CUST0582,Male,0,Yes,No,11,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer,111.59,1227.49,No
CUST0583,Female,0,No,Yes,52,Yes,Yes,DSL,No,Yes,No,Yes,No,No internet service,One year,Yes,Electronic check,47.77,2484.04,No
CUST0584,Female,1,No,No,4,Yes,No,Fiber optic,Yes,No,No,Yes,No,No internet service,Two year,No,Electronic check,38.79,155.16,No
CUST0585,Female,1,Yes,No,26,Yes,No,No,Yes,No,No,No,No,Yes,Two year,Yes,Credit card,46.13,1199.38,No
CUST0586,Male,0,Yes,Yes,11,Yes,Yes,No,Yes,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Credit card,95.14,1046.54,Yes
CUST0587,Female,0,Yes,Yes,16,No,Yes,DSL,No,No,No internet service,No,No internet service,No,One year,No,Bank transfer,57.01,912.16,Yes
CUST0588,Male,0,No,Yes,5,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Credit card,37.34,186.7,No
CUST0589,Female,1,Yes,No,4,Yes,No phone service,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer,29.84,119.36,No
CUST0590,Male,0,No,Yes,56,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,No internet service,No,Two year,Yes,Mailed check,52.73,2952.88,No
CUST0591,Male,1,Yes,No,27,No,Yes,No,No,Yes,Yes,No,Yes,No,Two year,No,Bank transfer,33.61,907.47,Yes
CUST0592,Female,0,Yes,Yes,68,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,35.64,2423.52,No
CUST0593,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Credit card,88.39,5126.62,Yes
CUST0594,Female,0,Yes,No,32,Yes,No phone service,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer,21.97,703.04,Yes
CUST0595,Female,0,Yes,Yes,61,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,31.76,1937.36,No
CUST0596,Female,0,Yes,No,49,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer,104.44,5117.56,No
CUST0597,Male,0,No,No,18,Yes,No,No,No,No internet service,No,No internet service,No,Yes,Two year,Yes,Bank transfer,104.49,1880.82,Yes
CUST0598,Male,0,Yes,Yes,68,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No internet service,No,Two year,No,Electronic check,52.92,3598.56,Yes
CUST0599,Female,0,No,No,65,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,One year,No,Mailed check,28.8,1872.0,No
CUST0600,Female,0,Yes,Yes,46,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,One year,No,Electronic check,90.5,4163.0,No
CUST0601,Male,0,Yes,Yes,38,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Credit card,56.01,2128.38,No
CUST0602,Female,1,No,Yes,67,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,One year,No,Electronic check,24.55,1644.85,No
CUST0603,Female,1,Yes,Yes,32,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,No internet service,One year,No,Credit card,35.78,1144.96,No
CUST0604,Female,1,No,No,12,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card,33.72,404.64,Yes
CUST0605,Male,1,No,No,53,No,No,No,No internet service,No internet service,No,Yes,No internet service,Yes,One year,No,Bank transfer,78.91,4182.23,Yes
CUST0606,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer,109.81,658.86,No
CUST0607,Male,0,No,Yes,13,Yes,No phone service,DSL,No internet service,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,99.31,1291.03,Yes
CUST0608,Female,0,No,No,18,Yes,No,No,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,74.65,1343.7,No
CUST0609,Female,0,Yes,No,53,Yes,No,No,No,No,Yes,Yes,Yes,No,Two year,No,Bank transfer,62.22,3297.66,No
CUST0610,Female,0,No,Yes,19,No,No,No,No,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card,81.87,1555.53,No
CUST0611,Male,0,Yes,Yes,28,Yes,Yes,No,No internet service,Yes,Yes,No,No,No,Two year,No,Mailed check,64.38,1802.64,No
CUST0612,Female,0,Yes,No,23,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Credit card,44.61,1026.03,No
CUST0613,Female,0,Yes,Yes,62,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,87.92,5451.04,Yes
CUST0614,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No internet service,No,No,No internet service,Yes,Two year,Yes,Mailed check,107.32,6009.92,No
CUST0615,Female,0,No,Yes,7,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Mailed check,57.29,401.03,Yes
CUST0616,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Two year,No,Bank transfer,104.15,6353.15,No
CUST0617,Male,0,Yes,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,63.11,1767.08,No
CUST0618,Female,1,No,Yes,16,Yes,No,DSL,No,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Electronic check,60.13,962.08,Yes
CUST0619,Male,0,Yes,Yes,65,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,No,Bank transfer,22.83,1483.95,No
CUST0620,Male,0,Yes,Yes,5,No,Yes,No,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Credit card,89.53,447.65,Yes
CUST0621,Female,1,No,Yes,57,Yes,No phone service,Fiber optic,No,No internet service,No,No internet service,No,Yes,One year,No,Bank transfer,100.75,5742.75,No
CUST0622,Female,1,No,Yes,68,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Credit card,86.36,5872.48,No
CUST0623,Male,1,No,Yes,27,Yes,No,No,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Mailed check,35.14,948.78,Yes
CUST0624,Female,0,No,Yes,61,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,30.33,1850.13,Yes
CUST0625,Male,0,No,Yes,40,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Electronic check,77.29,3091.6,No
CUST0626,Female,0,No,No,68,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card,60.15,4090.2,No
CUST0627,Male,0,No,Yes,40,Yes,No phone service,DSL,No,No,No internet service,No,No internet service,Yes,One year,No,Bank transfer,62.91,2516.4,Yes
CUST0628,Female,0,Yes,No,48,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,No,One year,Yes,Bank transfer,116.78,5605.44,No
CUST0629,Male,0,No,Yes,48,Yes,Yes,No,Yes,No,Yes,No,No internet service,No internet service,One year,Yes,Credit card,92.39,4434.72,No
CUST0630,Male,0,No,Yes,70,Yes,No,No,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,No,Mailed check,61.18,4282.6,Yes
CUST0631,Male,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Two year,Yes,Mailed check,21.91,43.82,No
CUST0632,Female,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Mailed check,23.41,210.69,No
CUST0633,Male,0,Yes,No,34,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,No,Mailed check,88.48,3008.32,No
CUST0634,Male,0,No,Yes,1,Yes,No phone service,No,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card,103.77,103.77,No
CUST0635,Female,0,No,Yes,23,Yes,No phone service,No,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Electronic check,90.77,2087.71,Yes
CUST0636,Female,0,No,No,37,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,60.59,2241.83,No
CUST0637,Male,1,Yes,No,21,Yes,No phone service,DSL,No internet service,Yes,Yes,No,No,No,One year,Yes,Bank transfer,23.11,485.31,No
CUST0638,Male,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,No,Mailed check,116.74,2918.5,Yes
CUST0639,Female,0,No,No,42,Yes,No phone service,No,No,No,No internet service,No,No,No,Month-to-month,No,Credit card,118.63,4982.46,Yes
CUST0640,Female,0,Yes,No,54,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Two year,Yes,Electronic check,74.94,4046.76,No
CUST0641,Female,0,No,No,38,Yes,No,Fiber optic,No,No,No,No,No internet service,No,One year,No,Electronic check,27.07,1028.66,No
CUST0642,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Two year,Yes,Bank transfer,74.1,2074.8,No
CUST0643,Female,0,Yes,Yes,19,Yes,Yes,No,No,No,No internet service,No,No internet service,No,Two year,No,Mailed check,109.23,2075.37,No
CUST0644,Male,0,No,Yes,40,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No internet service,Two year,Yes,Bank transfer,88.0,3520.0,No
CUST0645,Female,0,No,No,53,Yes,No phone service,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer,92.0,4876.0,No
CUST0646,Male,1,No,Yes,19,Yes,No,No,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.5,541.5,Yes
CUST0647,Male,0,No,No,18,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,One year,Yes,Credit card,30.65,551.7,Yes
CUST0648,Male,0,Yes,Yes,65,Yes,No phone service,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,Yes,Electronic check,32.73,2127.45,No
CUST0649,Female,1,Yes,Yes,29,Yes,Yes,DSL,No internet service,No,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,110.44,3202.76,No
CUST0650,Male,1,Yes,No,52,Yes,No,No,No internet service,No,No,No,No,Yes,One year,No,Mailed check,72.58,3774.16,No
CUST0651,Male,0,No,Yes,33,Yes,No,DSL,Yes,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,99.16,3272.28,No
CUST0652,Female,0,Yes,No,21,Yes,Yes,No,No,No,No,No internet service,Yes,No,Two year,Yes,Credit card,31.53,662.13,No
CUST0653,Male,0,No,No,66,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card,112.76,7442.16,Yes
CUST0654,Male,0,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,Two year,No,Credit card,102.11,510.55,No
CUST0655,Female,0,No,No,26,Yes,No,No,No,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer,42.48,1104.48,No
CUST0656,Male,0,No,Yes,9,Yes,No phone service,No,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Bank transfer,107.42,966.78,Yes
CUST0657,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No,No internet service,No,Yes,No,Two year,No,Credit card,46.34,3336.48,No
CUST0658,Male,1,No,No,47,Yes,Yes,DSL,No,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,40.53,1904.91,No
CUST0659,Female,1,No,Yes,69,Yes,No,DSL,No internet service,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,46.42,3202.98,No
CUST0660,Female,0,Yes,No,58,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No,Two year,No,Mailed check,111.0,6438.0,No
CUST0661,Female,0,No,Yes,58,Yes,No phone service,No,No internet service,No,No internet service,No,No,Yes,Two year,No,Bank transfer,111.56,6470.48,Yes
CUST0662,Male,0,No,Yes,1,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Electronic check,52.9,52.9,No
CUST0663,Male,0,No,Yes,28,Yes,No phone service,DSL,No,No internet service,No internet service,No,Yes,Yes,One year,No,Mailed check,90.54,2535.12,No
CUST0664,Female,0,Yes,Yes,67,Yes,No,DSL,No,Yes,Yes,No,No internet service,No internet service,One year,No,Mailed check,87.57,5867.19,No
CUST0665,Male,0,Yes,Yes,64,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,Yes,Yes,One year,No,Mailed check,100.66,6442.24,No
CUST0666,Male,0,No,No,25,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,One year,No,Credit card,49.65,1241.25,No
CUST0667,Female,0,Yes,No,9,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,71.01,639.09,Yes
CUST0668,Female,0,No,No,52,No,No phone service,No,No internet service,No,Yes,No,No internet service,No,Two year,No,Credit card,86.77,4512.04,No
CUST0669,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,One year,Yes,Credit card,22.63,1312.54,Yes
CUST0670,Male,0,No,No,21,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,57.67,1211.07,No
CUST0671,Male,0,No,No,50,No,No phone service,DSL,No,No,Yes,No internet service,No internet service,Yes,Two year,No,Credit card,89.59,4479.5,Yes
CUST0672,Female,1,No,Yes,47,Yes,No,No,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,45.26,2127.22,No
CUST0673,Female,0,Yes,Yes,20,Yes,Yes,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card,115.77,2315.4,Yes
CUST0674,Female,0,No,No,21,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,One year,Yes,Mailed check,23.02,483.42,No
CUST0675,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,Yes,Yes,One year,No,Bank transfer,115.81,3358.49,No
CUST0676,Male,0,Yes,Yes,24,Yes,Yes,DSL,No internet service,Yes,No,No,Yes,No,Two year,No,Credit card,41.68,1000.32,No
CUST0677,Female,0,No,Yes,27,Yes,No,DSL,No internet service,No,No internet service,Yes,No,No internet service,Two year,No,Electronic check,24.88,671.76,Yes
CUST0678,Female,0,No,Yes,64,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,One year,No,Bank transfer,49.25,3152.0,No
CUST0679,Female,0,Yes,No,44,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,98.63,4339.72,No
CUST0680,Female,0,Yes,No,67,Yes,No phone service,No,Yes,Yes,Yes,No,No,Yes,One year,No,Mailed check,95.24,6381.08,No
CUST0681,Female,1,Yes,No,6,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,No,Credit card,40.88,245.28,No
CUST0682,Male,0,No,Yes,48,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,39.68,1904.64,No
CUST0683,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,84.26,674.08,No
CUST0684,Female,1,No,No,35,Yes,Yes,No,No internet service,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Credit card,65.81,2303.35,No
CUST0685,Male,0,No,No,0,No,No phone service,No,No internet service,No internet service,No internet service,No,Yes,No,One year,No,Credit card,99.23,0.0,No
CUST0686,Female,1,No,Yes,9,Yes,Yes,No,No internet service,No internet service,Yes,Yes,No internet service,Yes,One year,No,Electronic check,22.41,201.69,Yes
CUST0687,Female,0,Yes,Yes,35,Yes,No,No,No internet service,Yes,No,No,No internet service,No internet service,Two year,Yes,Electronic check,81.04,2836.4,No
CUST0688,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,93.07,6701.04,Yes
CUST0689,Male,0,No,Yes,45,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,119.34,5370.3,No
CUST0690,Female,0,No,No,31,Yes,No,No,No internet service,Yes,No internet service,No,No,Yes,One year,Yes,Mailed check,87.88,2724.28,Yes
CUST0691,Female,0,No,Yes,31,Yes,No phone service,No,Yes,No,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,43.18,1338.58,No
CUST0692,Female,0,No,Yes,5,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,No,Mailed check,30.82,154.1,Yes
CUST0693,Male,0,Yes,Yes,47,Yes,Yes,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.09,3952.23,No
CUST0694,Female,0,No,No,37,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,Yes,One year,Yes,Bank transfer,72.32,2675.84,No
CUST0695,Female,0,No,No,16,Yes,No phone service,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,109.91,1758.56,No
CUST0696,Female,1,Yes,Yes,26,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer,92.66,2409.16,Yes
CUST0697,Male,1,No,Yes,53,Yes,Yes,DSL,No,Yes,No internet service,No,Yes,No,Two year,No,Credit card,70.97,3761.41,No
CUST0698,Female,1,Yes,Yes,49,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,60.36,2957.64,No
CUST0699,Female,0,No,No,34,Yes,No phone service,DSL,No,No internet service,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,60.44,2054.96,No
CUST0700,Male,0,Yes,No,24,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,42.63,1023.12,Yes
CUST0701,Female,0,Yes,No,27,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,Yes,Two year,No,Credit card,21.73,586.71,No
CUST0702,Female,0,No,Yes,14,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card,77.49,1084.86,No
CUST0703,Male,0,No,No,3,Yes,No,No,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Mailed check,41.24,123.72,Yes
CUST0704,Female,0,No,Yes,72,Yes,No,No,No internet service,Yes,No,No internet service,No,No,One year,Yes,Electronic check,40.83,2939.76,Yes
CUST0705,Male,0,Yes,Yes,26,Yes,No phone service,DSL,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Credit card,32.54,846.04,No
CUST0706,Male,0,Yes,Yes,25,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,One year,Yes,Credit card,38.96,974.0,No
CUST0707,Female,0,Yes,No,18,Yes,No,No,Yes,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,23.18,417.24,Yes
